"1013-
9/02",Preparação de subprodutos do abate,3
"1020-
1/01","Preservação de peixes, crustáceos e moluscos",3
"1020-
1/02","Fabricação de conservas de peixes, crustáceos e moluscos",3
"1031-
7/00",Fabricação de conservas de frutas,3
"1032-
5/01",Fabricação de conservas de palmito,2
"1032-
5/99","Fabricação de conservas de legumes e outros vegetais, exceto palmito",3
"1033-
3/01","Fabricação de sucos concentrados de frutas, hortaliças e legumes",3
"1033-
3/02","Fabricação de sucos de frutas, hortaliças e legumes, exceto concentrados",3
"1041-
4/00","Fabricação de óleos vegetais em bruto, exceto óleo de milho",3
"1042-
2/00","Fabricação de óleos vegetais refinados, exceto óleo de milho",3
"1043-
1/00","Fabricação de margarina e outras gorduras vegetais e de óleos não comestíveis de
animais",2
"1051-
1/00",Preparação do leite,3
"1052-
0/00",Fabricação de laticínios,3
"1053-
8/00",Fabricação de sorvetes e outros gelados comestíveis,2
"1061-
9/01",Beneficiamento de arroz,3
"1061-
9/02",Fabricação de produtos do arroz,3
"1062-
7/00",Moagem de trigo e fabricação de derivados,3
"1063-
5/00",Fabricação de farinha de mandioca e derivados,3
"1064-
3/00","Fabricação de farinha de milho e derivados, exceto óleos de milho",3
"1065-
1/01",Fabricação de amidos e féculas de vegetais,3
"1065-
1/02",Fabricação de óleo de milho em bruto,3
"1065-
1/03",Fabricação de óleo de milho refinado,3
"1066-
0/00",Fabricação de alimentos para animais,3
"1069-
4/00","Moagem e fabricação de produtos de origem vegetal não especificados
anteriormente",3
"1071-
6/00",Fabricação de açúcar em bruto,3
"1072-
4/01",Fabricação de açúcar de cana refinado,3
"1072-
4/02",Fabricação de açúcar de cereais (dextrose) e de beterraba,3
"1081-
3/01",Beneficiamento de café,3
"1081-
3/02",Torrefação e moagem de café,3
"1082-
1/00",Fabricação de produtos à base de café,2
"1091-
1/01",Fabricação de produtos de panificação industrial,3
"1091-
1/02","Fabricação de produtos de padaria e confeitaria com predominância de produção
própria",3
